gene,mean_log_normalized_expression,fraction_of_cells_expressing
CELA1,0.030340154,0.023266970496521946
BRF2,0.030326927,0.024226433197409452
WDR76,0.03032005,0.023266970496521946
TEX10,0.030295314,0.023986567522187575
MAPK7,0.030289182,0.025185895898296954
ZNF227,0.030278593,0.023506836171743824
TMEM254,0.030276787,0.025185895898296954
HABP4,0.030274795,0.024946030223075077
FBXO31,0.030269006,0.024466298872631326
WDR92,0.030243652,0.024946030223075077
CCDC86,0.030235376,0.025185895898296954
RP11-206L10.9,0.030223925,0.024226433197409452
LZTS2,0.030223643,0.024706164547853203
C5orf51,0.030216763,0.025665627248740705
PAOX,0.030209798,0.025665627248740705
LCLAT1,0.030201936,0.023506836171743824
INAFM1,0.030197028,0.024466298872631326
CDKN1C,0.030192498,0.021827776445190693
VPRBP,0.030188328,0.025425761573518828
NAB1,0.030188207,0.024226433197409452
ZNF354B,0.030170323,0.024466298872631326
PMM2,0.030160371,0.024466298872631326
PLCB1,0.03015936,0.023986567522187575
ZNF790,0.030149726,0.024946030223075077
PPME1,0.030146303,0.024226433197409452
TADA2A,0.030120913,0.023986567522187575
TTLL12,0.03011966,0.024706164547853203
CCDC9,0.030114263,0.025185895898296954
HMGCR,0.030110909,0.023986567522187575
BRPF1,0.030100483,0.024946030223075077
GID4,0.03009628,0.024946030223075077
RP11-553L6.5,0.03008985,0.024946030223075077
RP11-254F7.2,0.03007704,0.024466298872631326
LYPD3,0.030072924,0.024226433197409452
RNF185,0.03007255,0.024706164547853203
ZNF500,0.03006886,0.024226433197409452
NFIA,0.030058542,0.023986567522187575
B4GALT5,0.030054621,0.024226433197409452
DHX33,0.03005263,0.024706164547853203
SMIM13,0.0300522,0.023986567522187575
AC005082.12,0.030040862,0.023986567522187575
TSPYL4,0.030031275,0.025185895898296954
AP3S2,0.030018575,0.025425761573518828
OSBPL7,0.030002745,0.024226433197409452
FTO,0.02998529,0.023986567522187575
ZNF598,0.02997839,0.023986567522187575
GLYCTK,0.029971445,0.023986567522187575
SLC35D2,0.02997143,0.024946030223075077
JUP,0.029949538,0.024226433197409452
DUSP14,0.029933684,0.023506836171743824
POLD1,0.029916337,0.024226433197409452
EIF4ENIF1,0.029880919,0.024226433197409452
GFOD2,0.029877115,0.024706164547853203
ZNF789,0.029858705,0.024466298872631326
CD200R1,0.029858291,0.024706164547853203
RP11-763B22.4,0.029852454,0.024226433197409452
CBFA2T3,0.029852409,0.025905492923962582
GGT7,0.02985071,0.024466298872631326
GABBR1,0.029842844,0.024946030223075077
CCDC144A,0.02983986,0.024226433197409452
RIC8B,0.029822005,0.024706164547853203
LIMK2,0.029804803,0.024706164547853203
LINC00094,0.029798979,0.024706164547853203
CTPS1,0.029770536,0.024946030223075077
CLEC16A,0.02975409,0.024226433197409452
TNFRSF13B,0.029753903,0.024226433197409452
CRADD,0.029737517,0.024226433197409452
PEX5,0.029737182,0.024706164547853203
LIN7B,0.029730113,0.023986567522187575
CCDC152,0.029694775,0.022787239146078195
ZNF395,0.0296879,0.023266970496521946
EEF2KMT,0.029679837,0.024226433197409452
STAG3,0.0296749,0.024226433197409452
YAE1D1,0.02966474,0.024226433197409452
DTX2,0.029664235,0.024946030223075077
MTOR,0.029661836,0.023986567522187575
CPM,0.029628277,0.023746701846965697
CCDC58,0.02962774,0.023027104821300073
RINT1,0.029599192,0.023746701846965697
CDKN2C,0.029560538,0.024466298872631326
ZNF780B,0.029558564,0.023266970496521946
DDX51,0.029554345,0.024226433197409452
ACAD9,0.029539876,0.024946030223075077
SYCE1L,0.029530747,0.023027104821300073
RP11-658F2.8,0.02952982,0.023027104821300073
SETBP1,0.029521411,0.023986567522187575
CDC23,0.029518215,0.024226433197409452
AP1AR,0.029496355,0.024466298872631326
DOPEY1,0.029474996,0.024226433197409452
FAM98A,0.029473074,0.023746701846965697
GMDS-AS1,0.029464662,0.024226433197409452
ULK1,0.029456286,0.024706164547853203
PCNXL2,0.029455613,0.023266970496521946
DBR1,0.029453063,0.024226433197409452
GTF2E1,0.029447898,0.023027104821300073
DVL3,0.02944364,0.023506836171743824
JDP2,0.029427504,0.023266970496521946
DCUN1D4,0.029416202,0.024226433197409452
EIF5A2,0.029368177,0.02254737347085632
CHST13,0.029363865,0.024946030223075077
LZTFL1,0.029336492,0.023506836171743824
TRIM59,0.029336197,0.023027104821300073
PDCD2L,0.029327516,0.024226433197409452
RP13-270P17.3,0.029325154,0.023027104821300073
MATN1-AS1,0.029324312,0.022787239146078195
TBC1D31,0.029320518,0.02254737347085632
CAMKMT,0.029316135,0.023746701846965697
TSPAN2,0.029299306,0.023506836171743824
CTD-2095E4.5,0.029296031,0.023746701846965697
RNF103,0.029256938,0.025425761573518828
EDC3,0.029255213,0.023986567522187575
TMCO4,0.02922799,0.023986567522187575
METTL2A,0.029226033,0.024226433197409452
ACVR1,0.029217677,0.023986567522187575
PLAGL2,0.029211719,0.024946030223075077
MTRF1,0.029181909,0.023266970496521946
SULT1B1,0.029177928,0.023506836171743824
KIAA0513,0.029174361,0.024226433197409452
LRRK1,0.029173266,0.025665627248740705
ZNF605,0.029165376,0.02254737347085632
PAXIP1-AS2,0.02913984,0.023506836171743824
TMEM184C,0.029139739,0.023746701846965697
MEFV,0.029137194,0.024226433197409452
UVSSA,0.029134214,0.022787239146078195
FAM222B,0.029132184,0.023266970496521946
RFX3,0.029121717,0.022787239146078195
AC113189.5,0.029117955,0.024226433197409452
LMF1,0.029113086,0.025185895898296954
MBNL3,0.029111259,0.022307507795634444
KIF16B,0.029080322,0.023506836171743824
ZNF211,0.029072734,0.023746701846965697
ZNF687,0.029062241,0.023746701846965697
LINC01004,0.029048698,0.023506836171743824
MTHFSD,0.029043144,0.023506836171743824
LINC01001,0.02903426,0.023506836171743824
ICK,0.029017128,0.023266970496521946
MYO15B,0.029002644,0.023506836171743824
MARCH3,0.028997935,0.021587910769968816
FAM189B,0.028994692,0.023506836171743824
RIN2,0.028983505,0.023506836171743824
GCN1,0.028970743,0.023506836171743824
CEP41,0.028956665,0.022787239146078195
LINC00339,0.028948339,0.023027104821300073
C8orf44,0.028926047,0.023506836171743824
PKD1,0.028918803,0.022787239146078195
FBLN5,0.028918516,0.023506836171743824
TMEM234,0.028917357,0.023746701846965697
HMGN4,0.028916301,0.023746701846965697
ABCC10,0.028897338,0.023746701846965697
PAM,0.028892137,0.022787239146078195
MTMR1,0.028889772,0.022787239146078195
IDE,0.028872501,0.023746701846965697
DLEU2,0.028866576,0.02254737347085632
LIPE,0.028860439,0.021827776445190693
KMO,0.028834123,0.023027104821300073
CENPM,0.028821405,0.022067642120412567
PPAT,0.028818112,0.023746701846965697
SLC16A1,0.028808722,0.023027104821300073
ZNF628,0.028806252,0.024226433197409452
RIMKLB,0.028803442,0.022307507795634444
GLCE,0.028790724,0.023986567522187575
HEATR3,0.028786015,0.023986567522187575
TBCK,0.028780034,0.02254737347085632
FCAR,0.028758513,0.022067642120412567
KMT5A,0.028748369,0.022787239146078195
FAM153B,0.028737297,0.023027104821300073
RTP4,0.028736047,0.023746701846965697
PAQR7,0.028718553,0.021827776445190693
SERPINF1,0.028712006,0.019908851043415686
ARPIN,0.02871106,0.023027104821300073
MYH11,0.028702691,0.022067642120412567
COG7,0.028692083,0.023746701846965697
KBTBD7,0.028667726,0.02254737347085632
LONRF1,0.028661532,0.023746701846965697
VIPAS39,0.028643496,0.023506836171743824
TRIM23,0.028640531,0.023027104821300073
HARS2,0.028596213,0.022307507795634444
KCTD6,0.028588591,0.023027104821300073
CLUH,0.02858459,0.023266970496521946
IL3RA,0.028548954,0.020628448069081314
LINC01503,0.02854231,0.022787239146078195
TOR1B,0.028533475,0.023266970496521946
ZEB2-AS1,0.028532524,0.023506836171743824
DPY19L4,0.02852755,0.023266970496521946
ZNF273,0.028507395,0.022787239146078195
TBL2,0.028497627,0.023746701846965697
HCFC2,0.028486475,0.023746701846965697
RIPK3,0.028479394,0.023506836171743824
BCL3,0.028470928,0.024226433197409452
CHSY1,0.02847047,0.022787239146078195
CTB-25B13.5,0.028438233,0.02254737347085632
MPV17L2,0.02843074,0.024466298872631326
SLC48A1,0.028426701,0.023506836171743824
ZNF557,0.028410252,0.022787239146078195
FADS1,0.028404908,0.023506836171743824
LTA,0.02839139,0.023027104821300073
ZNF383,0.028357787,0.02254737347085632
C2orf42,0.028349055,0.023027104821300073
ABCB4,0.028344078,0.021348045094746942
TRAM2,0.028311199,0.023266970496521946
DNAJC24,0.028310306,0.023266970496521946
NAPEPLD,0.02828508,0.022307507795634444
TMEM8A,0.028272053,0.023506836171743824
FAM160B2,0.028267233,0.022067642120412567
ZNF514,0.028243814,0.02254737347085632
SYNGAP1,0.02822966,0.022787239146078195
C14orf28,0.028224155,0.023266970496521946
SLC35A2,0.028205791,0.023506836171743824
SACS,0.028202679,0.023027104821300073
BEND5,0.028191924,0.021827776445190693
RRM2B,0.028189266,0.022067642120412567
LSM14B,0.028175067,0.022307507795634444
ERLIN1,0.028159045,0.023027104821300073
UPK3A,0.028156893,0.024226433197409452
RFT1,0.028143099,0.024946030223075077
MFSD3,0.028124144,0.024226433197409452
ALPK1,0.02812173,0.022067642120412567
QSOX2,0.028115142,0.022307507795634444
POLH,0.028113913,0.02254737347085632
RP11-386G11.5,0.028102033,0.022787239146078195
FXR2,0.028098086,0.023027104821300073
TIGD1,0.028078198,0.022307507795634444
CYP3A5,0.028076516,0.02254737347085632
RP11-111M22.3,0.028050942,0.022307507795634444
PHF2,0.028046578,0.02254737347085632
F5,0.028039943,0.021827776445190693
KLHL15,0.028039731,0.023027104821300073
STK39,0.028033452,0.023266970496521946
AP006621.5,0.028012373,0.022307507795634444
FAHD2B,0.028009625,0.022787239146078195
HPS6,0.028006274,0.023746701846965697
KLHL21,0.027997844,0.022787239146078195
ZNF260,0.02799106,0.02254737347085632
ALG14,0.027979044,0.023266970496521946
CFL2,0.027977424,0.021827776445190693
TLR5,0.027975272,0.023027104821300073
GNA12,0.027974196,0.023986567522187575
RP11-894P9.1,0.027957594,0.021827776445190693
BCAS3,0.027949031,0.023027104821300073
IFIT3,0.027943857,0.021587910769968816
NICN1,0.027929958,0.021827776445190693
ZNF185,0.027908431,0.022787239146078195
POFUT1,0.027904307,0.022307507795634444
HYI,0.027903257,0.023506836171743824
BNIP1,0.027902825,0.022307507795634444
SIGLEC9,0.027884677,0.023746701846965697
IL11RA,0.027883427,0.023027104821300073
METRN,0.027883423,0.02086831374430319
GGACT,0.027881468,0.023027104821300073
ADCK5,0.027881376,0.023266970496521946
SAP30,0.027878873,0.023266970496521946
ZNF808,0.027862504,0.021827776445190693
ENPP4,0.02786011,0.022307507795634444
CARD9,0.02785193,0.024946030223075077
CAPN15,0.027831042,0.022787239146078195
ERI1,0.027829675,0.022307507795634444
MYO1C,0.027826473,0.022067642120412567
H2AFY2,0.02782614,0.023266970496521946
ZNF740,0.02780152,0.02254737347085632
VEGFA,0.027794117,0.02038858239385944
PPFIBP2,0.027789915,0.023266970496521946
FAM221A,0.027788572,0.02254737347085632
PELO,0.027787585,0.02254737347085632
WRAP53,0.027786637,0.023027104821300073
RP11-297B17.3,0.027741166,0.019908851043415686
FAM118B,0.02772591,0.023027104821300073
CAMSAP1,0.027721701,0.022787239146078195
RP5-1085F17.3,0.027721504,0.022067642120412567
MAD2L1BP,0.027721033,0.023266970496521946
TYW5,0.027708208,0.022787239146078195
CRYZ,0.027703902,0.022067642120412567
VIPR1,0.027701259,0.02254737347085632
TTI2,0.027690416,0.022067642120412567
DGKQ,0.027660694,0.022307507795634444
CLK2,0.027645374,0.02254737347085632
ABCC3,0.027619181,0.022307507795634444
KIAA1919,0.027608799,0.02254737347085632
ZNF518B,0.027603015,0.023027104821300073
TCAF2,0.027600827,0.022307507795634444
NUP50-AS1,0.027593339,0.022787239146078195
GFM2,0.027592529,0.022787239146078195
FANCA,0.027591841,0.022067642120412567
MAK16,0.02758433,0.023027104821300073
RASGRF2,0.027579924,0.022067642120412567
GCNT2,0.027573412,0.02254737347085632
LA16c-358B7.3,0.027569223,0.022067642120412567
SLFN13,0.02756193,0.02086831374430319
CCDC142,0.027559042,0.021587910769968816
C7orf31,0.027529327,0.02254737347085632
NKRF,0.027514895,0.022067642120412567
SPECC1L,0.02749407,0.021827776445190693
OSGIN2,0.027491555,0.022067642120412567
ARHGAP10,0.027491434,0.02254737347085632
OSBPL5,0.027490154,0.021108179419525065
NR1D1,0.02746584,0.023266970496521946
EFNA4,0.02745822,0.022787239146078195
MFSD6,0.027451117,0.022307507795634444
RNF25,0.027449869,0.022787239146078195
GNGT2,0.027438391,0.023746701846965697
ZC2HC1A,0.027436776,0.022787239146078195
HAUS5,0.027422342,0.021587910769968816
ZUFSP,0.027401412,0.023986567522187575
AP4B1,0.027400607,0.022787239146078195
ZNF507,0.027390013,0.022307507795634444
METTL6,0.02735705,0.023027104821300073
SLC39A11,0.02734821,0.02254737347085632
OSGEPL1,0.027344074,0.021827776445190693
SEC24A,0.027326388,0.022067642120412567
VPS33B,0.027297758,0.023266970496521946
RP11-428G5.5,0.027291235,0.02086831374430319
BACE2,0.027261013,0.02038858239385944
UPF1,0.027260464,0.023506836171743824
RP11-802E16.3,0.027258877,0.022307507795634444
PYCARD-AS1,0.02725839,0.021827776445190693
FAM20B,0.027256358,0.02254737347085632
QSER1,0.027255515,0.022067642120412567
RCCD1,0.027254228,0.021827776445190693
SLC25A13,0.027239636,0.023506836171743824
CTB-152G17.6,0.027232874,0.021827776445190693
PXMP4,0.027230145,0.023027104821300073
PCBP4,0.027229011,0.021827776445190693
TP73-AS1,0.027225986,0.023027104821300073
IL10RB-AS1,0.027207598,0.022067642120412567
ZNF71,0.027199583,0.021348045094746942
CCHCR1,0.027192676,0.02254737347085632
TP53I11,0.027189977,0.023027104821300073
SPINK2,0.027171189,0.02086831374430319
HIVEP1,0.027169302,0.022067642120412567
RPP14,0.027158242,0.021827776445190693
ALCAM,0.027149623,0.022787239146078195
NUBPL,0.027148824,0.022067642120412567
SLC38A5,0.027147472,0.022067642120412567
KLHDC7B,0.027062854,0.021108179419525065
MORN2,0.02704603,0.022067642120412567
FAH,0.027031574,0.022787239146078195
TOX,0.027027758,0.02038858239385944
TRBV28,0.02701223,0.019908851043415686
GCNT4,0.027007416,0.021348045094746942
PICK1,0.026979806,0.021348045094746942
MANSC1,0.026964936,0.021587910769968816
ANKMY2,0.026950395,0.021587910769968816
LINC01410,0.026950277,0.022787239146078195
ABCC5,0.02692173,0.021348045094746942
GRPEL2,0.026916075,0.021827776445190693
ZNF200,0.026907329,0.022307507795634444
STXBP5,0.026904674,0.021587910769968816
PLEKHG2,0.02689783,0.022307507795634444
WDYHV1,0.026844412,0.022307507795634444
ZNF747,0.026843496,0.021587910769968816
CHST14,0.02684163,0.021108179419525065
CARNS1,0.026839683,0.021348045094746942
LL22NC03-2H8.5,0.02683224,0.021108179419525065
TADA2B,0.02682305,0.021587910769968816
ATAD5,0.026817633,0.021348045094746942
GALE,0.026802458,0.021827776445190693
AGPAT4,0.02678113,0.021348045094746942
AC074289.1,0.026777228,0.021587910769968816
SPON1,0.02675308,0.020628448069081314
SEPN1,0.026752701,0.023027104821300073
PGM3,0.02674384,0.021587910769968816
CASD1,0.02674349,0.021827776445190693
RPRD1B,0.026736775,0.021827776445190693
ADAT2,0.026721636,0.02086831374430319
ZNF584,0.026711835,0.021827776445190693
PYCRL,0.026709462,0.021587910769968816
CES4A,0.026696663,0.022787239146078195
RPS6KC1,0.026684292,0.022787239146078195
RP11-326C3.11,0.02667861,0.02086831374430319
SH3BP5L,0.0266733,0.022067642120412567
NOP14-AS1,0.026665695,0.021348045094746942
PANK4,0.026644222,0.021108179419525065
NMNAT1,0.026643319,0.021587910769968816
PPP1R12B,0.026603341,0.021827776445190693
FBXL8,0.026596941,0.022067642120412567
NAPB,0.026565822,0.022067642120412567
CCNYL1,0.026558409,0.021587910769968816
PRRT3,0.026537335,0.02086831374430319
LILRA6,0.02653724,0.02254737347085632
SLC25A43,0.026492652,0.021587910769968816
EEPD1,0.026483234,0.021348045094746942
HHLA3,0.026479566,0.021587910769968816
GATB,0.0264687,0.021827776445190693
TNNT1,0.026464248,0.01870952266730631
TRIM35,0.026455762,0.021108179419525065
SHQ1,0.026453922,0.021108179419525065
SAMD4A,0.026441237,0.022787239146078195
EBF1,0.026438886,0.020148716718637563
ZNF683,0.026417578,0.016550731590309425
TMCC1,0.026413301,0.021108179419525065
TMEM102,0.026397713,0.021827776445190693
DHCR7,0.026395705,0.021827776445190693
AGAP3,0.02639517,0.021587910769968816
ASPH,0.0263892,0.021108179419525065
UTP20,0.026379038,0.021108179419525065
PORCN,0.026366748,0.021827776445190693
TTLL5,0.026362771,0.020628448069081314
NSUN4,0.026357496,0.022067642120412567
PIGO,0.02635146,0.02086831374430319
AC104820.2,0.02632397,0.021348045094746942
ASRGL1,0.026319632,0.02254737347085632
TM6SF1,0.026309004,0.021587910769968816
LINC00526,0.026301827,0.020628448069081314
GKAP1,0.026294367,0.02038858239385944
GEMIN8,0.02628967,0.022067642120412567
DRAM1,0.02627726,0.021348045094746942
FAM193B,0.026275579,0.021587910769968816
PGBD2,0.0262651,0.021587910769968816
TEP1,0.026265074,0.021587910769968816
COL19A1,0.026246436,0.018949388342528184
UBASH3B,0.026245134,0.022307507795634444
RP11-111A22.1,0.026236495,0.017750059966418805
SRP14-AS1,0.026228134,0.021108179419525065
DOT1L,0.026220698,0.021348045094746942
COPG2,0.026210204,0.020628448069081314
DAB2,0.026209788,0.02038858239385944
RP11-25K19.1,0.02620766,0.019908851043415686
ALDH5A1,0.026205253,0.021108179419525065
TRAV4,0.026199764,0.01870952266730631
RP4-742C19.13,0.026189338,0.019429119692971935
CDK7,0.026164318,0.021587910769968816
TMEM67,0.026160508,0.020628448069081314
DCAF17,0.026152367,0.020628448069081314
DCAKD,0.026147723,0.02038858239385944
FOXK2,0.026141945,0.02086831374430319
C16orf70,0.026122505,0.021348045094746942
EXD3,0.026120368,0.021348045094746942
LRRC7,0.026093757,0.02086831374430319
WASL,0.026075292,0.021348045094746942
KDM4A,0.026068466,0.020148716718637563
RMND1,0.026060753,0.021587910769968816
C9orf91,0.026052764,0.021348045094746942
RP11-262H14.3,0.026006602,0.02038858239385944
MMP17,0.025986178,0.019908851043415686
TOR4A,0.025982419,0.021108179419525065
TRMT12,0.025980892,0.021108179419525065
ASB7,0.025976324,0.021348045094746942
LINC01137,0.025951998,0.021108179419525065
SEC22A,0.02594546,0.021348045094746942
CTB-55O6.12,0.025936736,0.02086831374430319
PER2,0.025928935,0.020628448069081314
CA2,0.025927568,0.02086831374430319
ZNF569,0.025902713,0.020628448069081314
BYSL,0.025888406,0.02086831374430319
MFSD5,0.02587352,0.02086831374430319
ABCB10,0.025865976,0.021587910769968816
ZNF169,0.025864186,0.02086831374430319
ARL17A,0.02584884,0.021108179419525065
ZNF573,0.025844589,0.021108179419525065
RCBTB1,0.025841398,0.022067642120412567
PLPPR2,0.025823418,0.022307507795634444
HOXB4,0.025817906,0.02038858239385944
KIF13B,0.02581259,0.021108179419525065
LZTR1,0.025803333,0.021587910769968816
CEACAM4,0.025785336,0.02038858239385944
RAB40C,0.02578482,0.022067642120412567
NLN,0.025778612,0.021587910769968816
KIF1C,0.025776539,0.022067642120412567
XYLT2,0.0257718,0.020628448069081314
ZNF623,0.02577039,0.02038858239385944
PGAP3,0.02576353,0.020628448069081314
MKL2,0.025762822,0.02086831374430319
LLGL1,0.02573771,0.02086831374430319
PNPO,0.025718318,0.021587910769968816
MAP1LC3A,0.025714451,0.019908851043415686
CENPK,0.025714321,0.020628448069081314
ZNF419,0.025705522,0.02086831374430319
WDR24,0.025701221,0.021587910769968816
RFX7,0.025699787,0.020628448069081314
ZSWIM4,0.025682937,0.02038858239385944
ZSCAN26,0.025665993,0.020628448069081314
DUSP7,0.025643943,0.021108179419525065
PON2,0.02562071,0.021348045094746942
NDUFAF5,0.025616968,0.02086831374430319
POC5,0.025610643,0.02038858239385944
UTP15,0.02560854,0.021108179419525065
CHST7,0.025598349,0.022067642120412567
EPB41L2,0.025585053,0.020148716718637563
NCAPD2,0.025571793,0.021587910769968816
ADNP2,0.025544815,0.02086831374430319
ATG9B,0.025542006,0.02086831374430319
FRY,0.025514865,0.02086831374430319
KIF1B,0.025510788,0.02086831374430319
SAMD1,0.025509598,0.021827776445190693
ZNF329,0.025502676,0.02086831374430319
RP11-708J19.1,0.025476713,0.020628448069081314
TTN-AS1,0.025476502,0.021108179419525065
C5orf63,0.025470383,0.020628448069081314
RP11-440L14.1,0.025462748,0.019668985368193812
GFI1,0.025452388,0.01918925401775006
NOD2,0.025437841,0.020148716718637563
CROT,0.025428746,0.020148716718637563
SORD,0.025425121,0.021587910769968816
PIK3R4,0.025413064,0.020148716718637563
LINC01473,0.025408091,0.019429119692971935
CTD-2547G23.4,0.025403254,0.020148716718637563
NFYA,0.025387982,0.021108179419525065
TMEM185B,0.025385225,0.02086831374430319
ZNF25,0.025381906,0.020628448069081314
RP11-22P6.2,0.025375055,0.020628448069081314
ST3GAL4,0.025369117,0.021348045094746942
WIPI1,0.025369016,0.020148716718637563
LINC00672,0.025361856,0.020148716718637563
BICD1,0.025356935,0.020628448069081314
FIGNL1,0.02533798,0.019668985368193812
SLC25A44,0.025328435,0.021108179419525065
CROCC,0.025319327,0.020628448069081314
TSTD2,0.025308423,0.020148716718637563
ZBTB40,0.025304846,0.019429119692971935
GBF1,0.025271092,0.021827776445190693
AP4E1,0.025262428,0.020148716718637563
NCOA5,0.025259102,0.018949388342528184
ZNF792,0.025255118,0.020148716718637563
DUS4L,0.025248168,0.020148716718637563
AP4M1,0.025237769,0.021827776445190693
RP11-156K23.3,0.025230726,0.02038858239385944
SESN2,0.025223317,0.020148716718637563
CCDC7,0.025218846,0.02038858239385944
MAP3K12,0.025208822,0.020628448069081314
ZNF248,0.025208818,0.021108179419525065
RAP2A,0.02519208,0.02086831374430319
NAIF1,0.025190732,0.021348045094746942
STK11IP,0.02518006,0.021108179419525065
MDC1,0.025170114,0.02038858239385944
BBS4,0.025160657,0.019668985368193812
FCGR1B,0.025160529,0.02038858239385944
SLC16A5,0.02515255,0.02038858239385944
CKMT2-AS1,0.025143191,0.02086831374430319
WDR7,0.025139574,0.020148716718637563
LMAN2L,0.02513581,0.020628448069081314
TGFBRAP1,0.025131239,0.019908851043415686
RP5-906C1.1,0.025130613,0.020148716718637563
SIGLEC14,0.02509315,0.020148716718637563
POLI,0.0250764,0.020628448069081314
IL18R1,0.025074694,0.020148716718637563
FGFBP3,0.025066512,0.020148716718637563
FBRSL1,0.025058357,0.020628448069081314
NUP205,0.025051598,0.019908851043415686
AP1S3,0.025045356,0.02038858239385944
PDE8A,0.025045235,0.020148716718637563
FLNB,0.025017357,0.02086831374430319
SNAI3,0.024978623,0.02038858239385944
CSRP2BP,0.02497474,0.019908851043415686
EPOR,0.024947869,0.020148716718637563
GSTM3,0.024939343,0.020148716718637563
LINC00921,0.024916602,0.019908851043415686
MRPL38,0.024915371,0.01918925401775006
MCAT,0.02490288,0.019908851043415686
AL928768.3,0.024886528,0.012473015111537538
ABCD1,0.024883132,0.020628448069081314
CLSTN3,0.024875008,0.01918925401775006
TAB3,0.024871612,0.02038858239385944
ARHGEF37,0.024867974,0.02038858239385944
STARD4,0.024848282,0.018949388342528184
PBX4,0.0248338,0.019908851043415686
ZNF689,0.024831573,0.021108179419525065
ZNF765,0.024828356,0.019908851043415686
HOOK1,0.02482411,0.020628448069081314
RP11-110G21.1,0.02482252,0.019429119692971935
MED12,0.024822352,0.019668985368193812
KLC2,0.024814976,0.020148716718637563
DHX32,0.024805,0.020628448069081314
NGRN,0.024788648,0.020148716718637563
BBS9,0.024787538,0.02038858239385944
APOBEC3F,0.024787355,0.01918925401775006
PTGIR,0.024783568,0.021108179419525065
RP5-1068E13.7,0.024774678,0.019429119692971935
TMEM186,0.024756761,0.019668985368193812
HOMEZ,0.024754021,0.019668985368193812
PTGS1,0.02475338,0.02086831374430319
PTCD1,0.024751158,0.020148716718637563
XPR1,0.02474221,0.020628448069081314
PTGR2,0.024732437,0.020148716718637563
PHLDA1,0.024718275,0.018949388342528184
NDC1,0.024710476,0.020148716718637563
VPS52,0.024700169,0.019429119692971935
PPP1R3B,0.024675298,0.019429119692971935
ZSCAN32,0.024673698,0.019668985368193812
PUS10,0.024668394,0.01918925401775006
TJP2,0.02465976,0.02038858239385944
RP11-367G6.3,0.024658088,0.01870952266730631
CASC8,0.0246481,0.019429119692971935
AP5S1,0.024637105,0.02038858239385944
NBPF11,0.024629254,0.020148716718637563
PAQR3,0.024621777,0.019429119692971935
FAM131A,0.024590215,0.020148716718637563
VPS54,0.02458856,0.018949388342528184
AC003075.4,0.02458529,0.018949388342528184
MAP1LC3B2,0.02458188,0.020148716718637563
CUL9,0.02457895,0.01918925401775006
RHOU,0.024576364,0.020148716718637563
RP11-66N11.8,0.02456915,0.01918925401775006
LGMN,0.024561826,0.019668985368193812
PPP2R5D,0.024540601,0.021108179419525065
E2F5,0.024535544,0.018949388342528184
ZC3HC1,0.02453544,0.019908851043415686
CEP152,0.024527049,0.01918925401775006
HIST4H4,0.024519568,0.020148716718637563
ZGLP1,0.024519397,0.01918925401775006
AC002310.12,0.024517395,0.019908851043415686
MMP23B,0.024504744,0.018229791316862556
CTD-2553L13.10,0.02450012,0.020148716718637563
SPATA2,0.024488794,0.02038858239385944
PXMP2,0.02447079,0.021108179419525065
NAGLU,0.024442287,0.020148716718637563
RNF139-AS1,0.02443596,0.020628448069081314
FXYD2,0.024424654,0.017989925641640682
PLA2G6,0.024420397,0.018949388342528184
ZNF714,0.02441828,0.018949388342528184
SEC31B,0.024402741,0.01870952266730631
ABCB1,0.024390856,0.018469656992084433
INPP1,0.02437116,0.019429119692971935
PPM1D,0.02436428,0.019668985368193812
RP11-350N15.5,0.024362264,0.019429119692971935
TRIM73,0.024356404,0.019668985368193812
DIRC2,0.024350813,0.018949388342528184
JRKL,0.024341345,0.018949388342528184
C11orf80,0.02433763,0.019429119692971935
CCDC34,0.02432957,0.01918925401775006
SRRD,0.0242772,0.019429119692971935
CCDC191,0.024250818,0.017989925641640682
WDR34,0.0242434,0.01870952266730631
ZNF717,0.024230262,0.020628448069081314
PERP,0.024225295,0.019668985368193812
JRK,0.024224008,0.01918925401775006
C10orf2,0.02421171,0.019908851043415686
WDFY3,0.024201663,0.018949388342528184
LINC00243,0.024173256,0.018949388342528184
RP13-942N8.1,0.024156444,0.019429119692971935
IL18RAP,0.024146304,0.01751019429119693
CEP19,0.02411041,0.018949388342528184
ZNF346,0.02410709,0.018949388342528184
RCAN1,0.024066014,0.019429119692971935
PHLDA2,0.02406422,0.018949388342528184
FAM63A,0.024055034,0.018949388342528184
CRACR2A,0.024038149,0.019429119692971935
RBKS,0.024014097,0.019668985368193812
GPR68,0.024013406,0.018229791316862556
CACTIN,0.024011625,0.019908851043415686
ZNF100,0.024010565,0.019429119692971935
ZNF28,0.023993878,0.01870952266730631
IL18BP,0.023991762,0.021348045094746942
KIZ-AS1,0.023979181,0.01870952266730631
RAB39B,0.023966532,0.020148716718637563
PKIA,0.023958402,0.019429119692971935
STK3,0.023958277,0.019908851043415686
SDHAF4,0.023953645,0.019908851043415686
BAG2,0.023939217,0.019668985368193812
RP11-629O1.2,0.02393308,0.019429119692971935
FAM50B,0.023930093,0.019429119692971935
C14orf93,0.023899093,0.018949388342528184
ZSCAN16,0.023895962,0.019908851043415686
NEMP2,0.023877243,0.018949388342528184
GOLIM4,0.02386951,0.019908851043415686
TRIM37,0.02384468,0.018949388342528184
SLC25A14,0.023841264,0.01918925401775006
P2RY11,0.02377818,0.017750059966418805
CAD,0.023758778,0.019429119692971935
