gene,mean_log_normalized_expression,fraction_of_cells_expressing
MEX3D,0.0011553002,0.0007195970256656273
LA16c-349E10.1,0.0011538735,0.000959462700887503
INHBA,0.0011530415,0.000959462700887503
RP11-7F17.5,0.0011530143,0.000959462700887503
TDRD1,0.0011528372,0.0011993283761093788
SOX15,0.0011523033,0.0011993283761093788
MARC2,0.0011515066,0.000959462700887503
FAM132A,0.0011514815,0.0007195970256656273
AL157902.3,0.0011513076,0.0007195970256656273
RP11-45A17.4,0.0011508756,0.000959462700887503
RP11-166B2.8,0.0011506134,0.000959462700887503
MS4A4E,0.0011498353,0.0011993283761093788
HBQ1,0.0011486226,0.000959462700887503
RP11-466F5.10,0.0011485849,0.000959462700887503
IGLV4-69,0.0011482211,0.000959462700887503
LAIR2,0.0011479529,0.0007195970256656273
RP11-536C5.7,0.00114679,0.000959462700887503
MAPK12,0.0011465817,0.000959462700887503
FXYD6-FXYD2,0.0011459911,0.0007195970256656273
RNASE3,0.0011459666,0.000959462700887503
DSG2,0.001144887,0.0007195970256656273
RP11-309L24.4,0.001143232,0.000959462700887503
CTD-2509G16.5,0.0011428439,0.0011993283761093788
CTD-2562J15.4,0.0011426413,0.000959462700887503
RP11-316M1.12,0.0011424907,0.000959462700887503
RHD,0.0011421696,0.000959462700887503
SPTA1,0.0011416078,0.000959462700887503
CTSV,0.0011412266,0.000959462700887503
RP3-453C12.15,0.0011410294,0.000959462700887503
RP11-253E3.3,0.0011409579,0.000959462700887503
COL16A1,0.0011402222,0.000959462700887503
RP4-564F22.5,0.0011401766,0.000959462700887503
RP11-805J14.5,0.0011397726,0.000959462700887503
RP11-404O13.5,0.0011389819,0.000959462700887503
TMEM105,0.0011385601,0.000959462700887503
PRSS53,0.0011383181,0.0007195970256656273
TRAV9-2,0.0011377675,0.000959462700887503
FAM83F,0.0011377351,0.000959462700887503
RP11-335O4.3,0.0011376999,0.000959462700887503
MOXD1,0.0011371934,0.000959462700887503
GTF3C2-AS1,0.0011359802,0.000959462700887503
GYPE,0.0011347528,0.000959462700887503
KRT5,0.0011346445,0.000959462700887503
KCNK5,0.0011335996,0.000959462700887503
CHODL,0.0011329417,0.000959462700887503
ZSCAN31,0.0011321912,0.000959462700887503
RP11-96L14.7,0.001132002,0.0007195970256656273
RP11-886P16.6,0.0011319157,0.000959462700887503
TOM1L1,0.0011318043,0.000959462700887503
CTB-12A17.3,0.001131373,0.000959462700887503
RP11-348P10.2,0.0011297452,0.000959462700887503
DUOX2,0.0011291285,0.000959462700887503
RP11-548P2.2,0.0011290667,0.000959462700887503
LAD1,0.001128447,0.000959462700887503
NLGN4Y,0.0011281318,0.000959462700887503
DYNLRB2,0.0011265754,0.000959462700887503
RP11-22C11.2,0.0011260444,0.000959462700887503
NHSL1,0.0011256974,0.0011993283761093788
HCAR1,0.0011248826,0.000959462700887503
SP2-AS1,0.0011242168,0.000959462700887503
ACER1,0.001123627,0.000959462700887503
RP11-517B11.4,0.0011225905,0.000959462700887503
RP11-366L5.1,0.0011220622,0.000959462700887503
RP4-680D5.9,0.0011218376,0.000959462700887503
MBOAT4,0.0011215161,0.000959462700887503
AC093159.1,0.0011202246,0.000959462700887503
CTC-344H19.4,0.0011201635,0.000959462700887503
KIF17,0.001119938,0.0011993283761093788
MCMDC2,0.0011187331,0.000959462700887503
RP11-96K19.2,0.0011181391,0.000959462700887503
AC007228.5,0.0011176863,0.000959462700887503
TRAV30,0.001117181,0.000959462700887503
RP11-185E12.2,0.0011168782,0.000959462700887503
ADGRF3,0.0011164674,0.000959462700887503
RP11-227G15.11,0.001116161,0.000959462700887503
CTC-508F8.1,0.0011152267,0.000959462700887503
RP5-967N21.11,0.0011140058,0.000959462700887503
RP11-879F14.1,0.0011131072,0.000959462700887503
NCBP2-AS1,0.0011120518,0.0007195970256656273
RP4-745E8.2,0.0011119111,0.000959462700887503
RP11-1223D19.1,0.0011116008,0.000959462700887503
CTB-161M19.4,0.001111081,0.000959462700887503
CTD-3162L10.1,0.0011109242,0.0007195970256656273
RP11-676J12.4,0.001109964,0.000959462700887503
RPL17-C18orf32,0.0011099222,0.000959462700887503
CTD-3096M3.1,0.0011098061,0.000959462700887503
CRYM-AS1,0.0011094286,0.0011993283761093788
IGHV3-33,0.001109234,0.000959462700887503
EFNB2,0.0011078747,0.0007195970256656273
CDON,0.0011077035,0.000959462700887503
RP11-1017G21.6,0.0011074704,0.000959462700887503
C3orf67,0.0011067488,0.000959462700887503
ALG1L,0.0011067186,0.0007195970256656273
CTA-331P3.1,0.0011061986,0.000959462700887503
AC009950.2,0.0011061167,0.0011993283761093788
RPL10L,0.0011059347,0.0011993283761093788
BACH1-AS1,0.0011058957,0.000959462700887503
TMEM210,0.0011058893,0.000959462700887503
GSDMA,0.0011056485,0.000959462700887503
AC007879.5,0.0011050715,0.000959462700887503
FAM186B,0.0011045899,0.0007195970256656273
CYP2E1,0.0011031083,0.0011993283761093788
HNRNPCL1,0.0011014518,0.000959462700887503
ZNRF3,0.0011006847,0.000959462700887503
LA16c-358B7.4,0.0011004553,0.000959462700887503
RP11-552F3.9,0.0011002885,0.000959462700887503
AC012442.6,0.0011002839,0.0007195970256656273
DLGAP1,0.001100246,0.000959462700887503
RP11-703H8.7,0.0010999807,0.0007195970256656273
RP11-250B2.6,0.0010996043,0.000959462700887503
LIMCH1,0.0010995192,0.000959462700887503
RP11-1079K10.3,0.0010992736,0.000959462700887503
RASSF8,0.0010978465,0.000959462700887503
RP5-997D24.3,0.0010978222,0.000959462700887503
AP000704.5,0.0010976219,0.000959462700887503
KDELC1,0.0010969215,0.000959462700887503
ALOX15,0.001096499,0.000959462700887503
PODN,0.0010950689,0.0007195970256656273
RP11-497H17.1,0.0010936171,0.000959462700887503
AC004540.5,0.0010931782,0.0007195970256656273
FSTL4,0.0010927304,0.0007195970256656273
LA16c-385E7.1,0.0010926866,0.000959462700887503
RP11-1026M7.2,0.0010905389,0.000959462700887503
TCEAL2,0.0010905378,0.000959462700887503
RP11-1000B6.5,0.00108997,0.0007195970256656273
AC010524.4,0.0010896573,0.0007195970256656273
ZNF730,0.0010876529,0.000959462700887503
Z69666.2,0.0010870821,0.000959462700887503
RP11-235E17.2,0.0010864147,0.000959462700887503
TAS2R46,0.0010861453,0.000959462700887503
FZD5,0.0010838469,0.0007195970256656273
PTTG2,0.0010836432,0.000959462700887503
C17orf99,0.0010831732,0.000959462700887503
AC137932.6,0.0010830224,0.0007195970256656273
RP11-63M22.2,0.001082388,0.000959462700887503
MEX3A,0.0010820739,0.0007195970256656273
RP11-589M4.1,0.0010807652,0.000959462700887503
BRDT,0.0010804232,0.000959462700887503
RP11-148K1.10,0.0010787708,0.0007195970256656273
C9orf116,0.0010781869,0.000959462700887503
RHCE,0.0010779875,0.000959462700887503
XXbac-BPG249D20.9,0.0010779108,0.0007195970256656273
TRAV38-2DV8,0.0010777577,0.0007195970256656273
CTD-2118P12.1,0.001076058,0.000959462700887503
C2orf82,0.0010752771,0.000959462700887503
SPRY3,0.0010750514,0.000959462700887503
RP11-348N5.7,0.0010742105,0.000959462700887503
SEMA5A,0.0010733242,0.000959462700887503
TRAV38-1,0.0010727581,0.000959462700887503
RP11-6O2.2,0.0010699534,0.000959462700887503
CTB-161C1.1,0.0010696907,0.000959462700887503
ANKRD62,0.0010684882,0.0007195970256656273
AC003991.3,0.0010683673,0.000959462700887503
Z83851.4,0.0010676152,0.000959462700887503
RP11-407N17.4,0.0010674327,0.0007195970256656273
SEMA3B,0.0010663703,0.0007195970256656273
RP11-474G23.2,0.0010654995,0.000959462700887503
RP11-348N5.9,0.001065491,0.000959462700887503
HEY2,0.0010654302,0.0007195970256656273
AC010746.3,0.0010652367,0.000959462700887503
MMP14,0.0010652038,0.000959462700887503
NKX6-3,0.0010651813,0.0007195970256656273
RP11-90L1.8,0.0010650863,0.000959462700887503
LCA5L,0.001065071,0.000959462700887503
PIH1D3,0.0010647813,0.000959462700887503
ACVRL1,0.0010645625,0.0011993283761093788
RFX3-AS1,0.0010641303,0.000959462700887503
RP11-746M1.1,0.0010638058,0.000959462700887503
RP1-122P22.2,0.0010636466,0.000959462700887503
CMTM1,0.001063637,0.000959462700887503
RP11-17J14.2,0.0010635562,0.000959462700887503
CXCL5,0.0010621229,0.0007195970256656273
COL15A1,0.0010614439,0.000959462700887503
CCL22,0.0010612116,0.000959462700887503
RP11-211N8.2,0.0010610943,0.000959462700887503
ITGA11,0.0010607028,0.0007195970256656273
RP11-38L15.3,0.0010602796,0.000959462700887503
AC068831.6,0.0010601926,0.0007195970256656273
NHLRC1,0.001059982,0.000959462700887503
RP11-762I7.5,0.001059752,0.000959462700887503
SSPO,0.00105959,0.000959462700887503
RP11-6I2.3,0.0010574553,0.000959462700887503
RP11-573G6.6,0.0010571856,0.000959462700887503
LL0XNC01-116E7.2,0.0010570886,0.000959462700887503
AC005786.5,0.0010562507,0.000959462700887503
PNMT,0.0010556872,0.0007195970256656273
AC008088.4,0.0010553017,0.0007195970256656273
IQCJ-SCHIP1,0.0010545924,0.000959462700887503
IL17RB,0.001054322,0.000959462700887503
ZNF709,0.0010532951,0.000959462700887503
CABLES1,0.0010528006,0.000959462700887503
CHRM3,0.0010515372,0.000959462700887503
ZNF99,0.0010506738,0.0007195970256656273
CTD-2006H14.2,0.0010500151,0.0007195970256656273
ZDHHC11B,0.0010493386,0.000959462700887503
TMOD4,0.0010473476,0.0007195970256656273
BAIAP2L2,0.0010469733,0.000959462700887503
APBA1,0.0010469106,0.000959462700887503
RP11-755B10.3,0.0010469004,0.000959462700887503
P3H2-AS1,0.0010468941,0.000959462700887503
STARD13,0.0010468175,0.000959462700887503
ZDHHC11,0.0010463595,0.000959462700887503
RP1-122P22.4,0.0010455346,0.0007195970256656273
FFAR1,0.0010442659,0.000959462700887503
ZNF311,0.0010441474,0.0007195970256656273
RP11-762E8.1,0.0010436054,0.0007195970256656273
CTD-2542L18.1,0.001042673,0.0007195970256656273
RP11-302F12.10,0.0010420333,0.000959462700887503
MEIKIN,0.0010414032,0.000959462700887503
THNSL2,0.0010403468,0.0007195970256656273
C6orf163,0.0010403267,0.000959462700887503
AC092881.1,0.0010397136,0.0007195970256656273
CCL2,0.0010394102,0.0007195970256656273
RP11-439E19.9,0.0010393828,0.0007195970256656273
GALNTL6,0.0010393304,0.000959462700887503
RP11-930P14.1,0.0010391718,0.0007195970256656273
RP11-425A6.5,0.0010381916,0.000959462700887503
ODF3L1,0.0010379391,0.000959462700887503
NPAS2,0.0010379336,0.000959462700887503
VIT,0.001037809,0.0007195970256656273
GPC1,0.0010374205,0.000959462700887503
PITPNM3,0.001036878,0.0007195970256656273
ACSM1,0.0010365876,0.000959462700887503
BATF2,0.0010361554,0.000959462700887503
MARVELD2,0.0010360058,0.0007195970256656273
C8orf49,0.0010353426,0.0007195970256656273
RP11-586D19.1,0.0010351706,0.0007195970256656273
LRRC2,0.0010351036,0.000959462700887503
FRMPD1,0.001034623,0.0007195970256656273
ASIC1,0.0010345184,0.000959462700887503
RP11-805I24.1,0.0010343196,0.000959462700887503
TSPAN7,0.0010337285,0.0007195970256656273
CCL27,0.001033715,0.000959462700887503
CTC-366B18.2,0.0010333797,0.0007195970256656273
AC002454.1,0.0010331301,0.000959462700887503
CTD-2184C24.2,0.0010329762,0.000959462700887503
B3GNT4,0.0010323527,0.000959462700887503
IGFBP2,0.0010319852,0.000959462700887503
TSNAXIP1,0.0010315292,0.000959462700887503
AC091493.2,0.001030883,0.000959462700887503
SYN3,0.0010307023,0.0007195970256656273
AF146191.4,0.001030514,0.0007195970256656273
S100A2,0.0010300495,0.000959462700887503
LINC01372,0.0010285879,0.000959462700887503
CTD-2639E6.9,0.0010281771,0.000959462700887503
RP5-1142A6.2,0.001028171,0.0007195970256656273
RP11-305L7.6,0.0010273554,0.0007195970256656273
RP11-17A1.3,0.001026256,0.0007195970256656273
MSLN,0.0010260211,0.000959462700887503
TAS2R30,0.0010251316,0.0007195970256656273
BMP7,0.0010250863,0.0007195970256656273
RP11-297K8.2,0.0010244304,0.000959462700887503
FSIP2-AS1,0.0010232276,0.0007195970256656273
RP11-354P11.2,0.0010231489,0.0007195970256656273
RP11-814H16.2,0.001023123,0.0007195970256656273
GIPC2,0.0010215627,0.000959462700887503
RP11-544I20.2,0.0010213514,0.000959462700887503
CTB-91J4.1,0.0010211109,0.000959462700887503
RASL10A,0.001020352,0.000959462700887503
RP1-225E12.2,0.0010200734,0.0007195970256656273
FAM81B,0.0010193244,0.0007195970256656273
COL13A1,0.0010183213,0.0007195970256656273
UGT3A2,0.0010179583,0.0007195970256656273
IGHE,0.001017838,0.0007195970256656273
TMEM266,0.0010176231,0.000959462700887503
RP11-10K16.1,0.0010175988,0.000959462700887503
FAM20A,0.0010174536,0.0011993283761093788
AC007365.3,0.001017361,0.0007195970256656273
IMPG2,0.0010156845,0.000959462700887503
RP11-367G18.1,0.0010152827,0.000959462700887503
CHRNA5,0.0010146688,0.000959462700887503
SHISA2,0.0010131508,0.000959462700887503
ARHGEF25,0.0010116838,0.0007195970256656273
RP13-516M14.10,0.001011604,0.000959462700887503
RP11-96B2.1,0.001010954,0.0007195970256656273
ST3GAL5-AS1,0.0010106807,0.0007195970256656273
LINC00304,0.001010628,0.000959462700887503
RP1-102E24.8,0.0010106228,0.0007195970256656273
HRH4,0.001010468,0.000959462700887503
CATSPER3,0.0010102587,0.0007195970256656273
CALY,0.0010096946,0.0007195970256656273
MFI2-AS1,0.0010088286,0.0007195970256656273
RP11-575F12.2,0.001007704,0.0007195970256656273
PTH2R,0.0010076865,0.0007195970256656273
RP4-639F20.1,0.0010072191,0.0007195970256656273
RP11-798G7.5,0.001006884,0.0007195970256656273
LA16c-390E6.5,0.0010067269,0.0007195970256656273
TSGA10IP,0.0010054149,0.000959462700887503
SLC25A34,0.0010053227,0.0007195970256656273
PLCG1-AS1,0.0010051558,0.0007195970256656273
AQP11,0.0010034575,0.0007195970256656273
LY6K,0.001003349,0.000959462700887503
AP006285.2,0.0010032163,0.0007195970256656273
CTB-58E17.3,0.0010026622,0.000959462700887503
TRBV13,0.001002547,0.0007195970256656273
RP1-30M3.5,0.0010019022,0.000959462700887503
SDS,0.001001777,0.0007195970256656273
CP,0.0010016253,0.0007195970256656273
RP11-1072A3.4,0.0010015669,0.0007195970256656273
EME1,0.0010013432,0.000959462700887503
FAM212B-AS1,0.0010007573,0.0007195970256656273
NUP62CL,0.0010003883,0.0007195970256656273
NPR2,0.0009999678,0.0007195970256656273
IBA57-AS1,0.0009996202,0.0007195970256656273
TMEM244,0.0009996116,0.0007195970256656273
RP1-63G5.8,0.0009994013,0.0007195970256656273
LINGO2,0.0009988598,0.0007195970256656273
RP11-290F24.6,0.0009964342,0.0007195970256656273
RP11-863P13.3,0.000995758,0.000959462700887503
MYO1A,0.0009954362,0.0007195970256656273
RP11-382D12.2,0.0009953146,0.0007195970256656273
RPGRIP1,0.0009948569,0.000959462700887503
RP11-583F2.5,0.0009947682,0.000959462700887503
ABTB2,0.0009937104,0.000959462700887503
ARHGAP8,0.0009925842,0.0007195970256656273
RP11-269F19.2,0.0009919999,0.0007195970256656273
RP11-15E18.1,0.0009914032,0.0007195970256656273
MED4-AS1,0.0009913292,0.0007195970256656273
CCER2,0.0009913212,0.0007195970256656273
RP11-665G4.1,0.0009910262,0.0007195970256656273
RP11-354E11.2,0.0009906031,0.0007195970256656273
LINC01411,0.0009903326,0.0007195970256656273
PLPP3,0.0009893735,0.000959462700887503
JAG2,0.0009893442,0.0007195970256656273
TFCP2L1,0.0009890448,0.0007195970256656273
AXL,0.0009889737,0.000959462700887503
TP53TG3D,0.0009888043,0.0007195970256656273
RP1-90J20.8,0.0009876151,0.0007195970256656273
UNC13A,0.000987272,0.0007195970256656273
RP11-320N21.2,0.0009862396,0.000959462700887503
CTC-548K16.5,0.0009859271,0.000959462700887503
LDB3,0.0009849635,0.0007195970256656273
SERINC4,0.0009837234,0.000959462700887503
SPATA13-AS1,0.0009836778,0.0007195970256656273
CTB-55O6.10,0.0009832593,0.0007195970256656273
RP4-597N16.4,0.0009832147,0.000959462700887503
KDM4D,0.0009831488,0.0007195970256656273
GAPLINC,0.0009823794,0.0007195970256656273
DTNA,0.0009819518,0.000959462700887503
C2orf50,0.000981588,0.0007195970256656273
TPSB2,0.0009811121,0.0007195970256656273
RP11-818O24.3,0.0009803374,0.0007195970256656273
PNMAL2,0.0009800685,0.0007195970256656273
CDRT4,0.0009798623,0.0007195970256656273
AC008522.1,0.0009794417,0.0007195970256656273
PRELP,0.0009791412,0.0007195970256656273
AC104699.1,0.0009785835,0.000959462700887503
LRRC6,0.0009785657,0.000959462700887503
AC008074.1,0.0009785024,0.0007195970256656273
IAPP,0.0009782984,0.0007195970256656273
PARD3B,0.0009780771,0.000959462700887503
RP11-817G13.3,0.0009779204,0.0007195970256656273
CD276,0.0009778097,0.0007195970256656273
RP11-169K17.3,0.000977623,0.0007195970256656273
FAM72C,0.0009768271,0.000959462700887503
AC012123.1,0.00097529,0.0007195970256656273
RP11-293M10.6,0.00097457337,0.0007195970256656273
RP11-44F14.2,0.0009745656,0.0007195970256656273
FAM156A,0.0009741137,0.000959462700887503
SLC16A12,0.00097350235,0.0007195970256656273
C12orf54,0.00097307155,0.000959462700887503
STAC2,0.0009729124,0.000959462700887503
LINC01235,0.00097274577,0.000959462700887503
BCL2L10,0.0009722139,0.000959462700887503
ITPR1-AS1,0.0009715908,0.0007195970256656273
ARSJ,0.0009706787,0.0007195970256656273
AC002456.2,0.00096996024,0.000959462700887503
RP11-178F10.2,0.00096983847,0.0007195970256656273
GPR20,0.0009695301,0.000959462700887503
WWTR1,0.0009694075,0.0007195970256656273
RNASE1,0.0009689053,0.000959462700887503
LRRC43,0.00096879527,0.0007195970256656273
ECT2L,0.0009680654,0.000959462700887503
PARD3,0.0009668374,0.0007195970256656273
RP11-367J7.3,0.0009658359,0.0007195970256656273
RP5-1022P6.7,0.00096484274,0.0007195970256656273
ANXA3,0.0009645446,0.0007195970256656273
RP4-697K14.15,0.0009641838,0.0007195970256656273
WDR31,0.0009640301,0.000959462700887503
RP11-553K8.5,0.000963078,0.0007195970256656273
RP5-1159O4.2,0.00096219557,0.0007195970256656273
PPP1R27,0.000961929,0.0007195970256656273
DCLK2,0.0009616032,0.000959462700887503
RP11-702B10.2,0.0009615347,0.0007195970256656273
LINC00310,0.0009611256,0.0007195970256656273
RP1-101K10.6,0.0009610652,0.0007195970256656273
CRB2,0.000960976,0.0007195970256656273
PHLDA3,0.00096089585,0.000959462700887503
RP11-866E20.3,0.00096067716,0.0007195970256656273
NOX4,0.00096060487,0.0007195970256656273
RP11-58K22.5,0.0009603029,0.0007195970256656273
CTD-2666L21.1,0.00096009264,0.000959462700887503
RUNDC3A-AS1,0.00095995807,0.0007195970256656273
SOX6,0.0009593897,0.0007195970256656273
RP11-739L10.1,0.0009592906,0.0007195970256656273
NUAK1,0.0009589011,0.0007195970256656273
RHBDL2,0.0009587815,0.0007195970256656273
LYPLAL1-AS1,0.000958671,0.0007195970256656273
GINS1,0.00095851603,0.0007195970256656273
P4HA2,0.0009582792,0.0007195970256656273
SLC9A5,0.0009580922,0.0007195970256656273
CD80,0.00095672207,0.000959462700887503
IGHV3-48,0.0009565314,0.0007195970256656273
RP11-1275H24.2,0.000955872,0.000959462700887503
RP11-686O6.1,0.00095583184,0.0007195970256656273
RP11-474P2.6,0.0009554503,0.0007195970256656273
SLC3A1,0.0009551715,0.0007195970256656273
CDH24,0.00095506525,0.0007195970256656273
MUC1,0.0009540588,0.0007195970256656273
IGKV3-11,0.0009538261,0.0007195970256656273
RP1-150O5.3,0.00095380435,0.0007195970256656273
RP11-9M16.2,0.00095367525,0.0007195970256656273
KCNIP2-AS1,0.00095337536,0.0007195970256656273
AC007050.17,0.00095330074,0.0007195970256656273
EXD1,0.0009532289,0.0007195970256656273
RP11-231E19.1,0.0009526662,0.0007195970256656273
CARMN,0.00095236674,0.0007195970256656273
VWA7,0.0009520123,0.0007195970256656273
RP11-707G14.1,0.0009515555,0.0007195970256656273
DLX6-AS1,0.00095154106,0.0007195970256656273
CPEB2-AS1,0.0009510438,0.0007195970256656273
GALNT8,0.0009498634,0.0007195970256656273
RP11-288L9.1,0.0009498409,0.0007195970256656273
RP11-220I1.5,0.00094914366,0.0007195970256656273
IGHV1-3,0.0009486642,0.0007195970256656273
RP11-531F16.4,0.0009475716,0.0007195970256656273
C1QB,0.00094746694,0.000959462700887503
HIST1H4I,0.0009462777,0.0007195970256656273
PODNL1,0.0009459866,0.0007195970256656273
NRXN2,0.00094581617,0.0007195970256656273
ANKRD53,0.000945394,0.000959462700887503
GCK,0.000944386,0.0007195970256656273
DPP9-AS1,0.0009443539,0.0007195970256656273
OLAH,0.0009442964,0.0007195970256656273
CTD-2308L22.1,0.00094428007,0.0007195970256656273
CCNB2,0.00094377843,0.000959462700887503
KCNE5,0.0009420644,0.000959462700887503
TCP10L,0.0009414174,0.0007195970256656273
RP11-131L12.3,0.00094041164,0.0007195970256656273
PTPN20,0.0009399996,0.0007195970256656273
TECTA,0.0009399717,0.0007195970256656273
PANK1,0.0009396952,0.0007195970256656273
KLF1,0.00093928154,0.0007195970256656273
ARL14,0.0009387453,0.0007195970256656273
PPP1R36,0.0009387248,0.0007195970256656273
RP5-890E16.5,0.0009385984,0.0007195970256656273
AC004878.2,0.00093856745,0.0007195970256656273
AMPH,0.0009376502,0.0007195970256656273
NLRP6,0.00093725405,0.000959462700887503
